ms_zoning,lot_frontage,street,lot_shape,lot_contour,utilities,lot_config,lot_slope,neighborhood,condition_1,condition_2,building_type,house_style,overall_quality,overall_condition,year_built,roof_style,roof_material,exterior_1,exterior_2,masonry_type,masonry_area,external_quality,external_condition,foundation,basement_quality,basement_condition,basement_exposure,basement_fin_type_1,basement_fin_type_2,heating,heating_quality,central_air,electrical,bedroom_above_ground,kitchen_above_ground,kitchen_quality,total_rooms_above_ground,functional,fireplace_quality,garage_type,garage_fin,garage_cars,garage_quality,garage_condition,paved_drive,month_sold,year_sold,sale_type,sale_condition,sale_price,has_2nd_floor_sf,total_sf,has_basement_sf,total_bath,has_open_porch,has_fireplace,has_wood_deck,log_sale_price,log_lot_area
Res,53.0,1,0,0,AllPub,CulDSac,1,StoneBr,N,Norm,1F,1,9-10,5,2004,H,CompShg,VinylSd,VinylSd,B,296.0,Ex,TA,PConc,E,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Ex,7,1,Gd,A,Fin,3+,A,TA,Y,9,2008,W,N,387000,0,3768.0,1,3.0,1,1,1,12.866179972011919,9.642187721358466
Res,52.0,1,1,1,AllPub,Inside,1,BrkSide,N,Norm,1F,1,6,6,1931,G,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,TA,BrkTil,A,Fa,No,LwQ,Unf,GasA,TA,1,FuseA,3,1,Ta,6,1,Gd,D,Unf,1,A,TA,Y,11,2007,W,N,127500,1,2251.0,1,1.0,0,1,0,11.755871643580617,8.738735461363474
Res,73.0,1,0,1,AllPub,Inside,1,CollgCr,N,Norm,1F,2,8,5,1999,G,CompShg,VinylSd,VinylSd,B,320.0,Gd,TA,PConc,G,TA,Mn,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,TA,A,Fin,3+,A,TA,Y,12,2008,W,N,230000,1,2856.0,1,2.5,1,1,1,12.345834587905333,9.112286431500795
Res,61.0,1,1,1,AllPub,Inside,1,NridgHt,N,Norm,T,1,9-10,5,2006,H,CompShg,MetalSd,MetalSd,B,518.0,Gd,TA,PConc,E,Gd,No,GLQ,Unf,GasA,Ex,1,SBrkr,1,1,Ex,6,1,Gd,A,Fin,3+,A,TA,Y,6,2006,N,P,332200,0,3372.0,1,3.0,1,1,1,12.713492476161331,8.954156966583772
Res,85.0,1,1,1,AllPub,Inside,1,OldTown,N,Norm,2F,2,5,5,1900,G,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,TA,BrkTil,A,TA,No,Unf,Unf,GasA,TA,0,SBrkr,5,2,Ta,9+,0,None,D,Unf,2,A,TA,Y,9,2007,W,N,90000,1,2999.0,1,2.0,1,0,0,11.407564949312402,9.517825071724143
Res,85.0,1,0,1,AllPub,Corner,1,CollgCr,N,Norm,1F,2,7,5,2006,G,CompShg,VinylSd,VinylSd,N,0.0,Gd,TA,PConc,G,TA,No,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Gd,8,1,TA,A,Fin,2,A,TA,Y,7,2007,N,P,155835,1,2184.0,1,2.5,0,1,0,11.956553034172742,9.314970621054266
Res,60.0,1,0,1,AllPub,Corner,1,NridgHt,N,Norm,1F,2,8,5,2004,G,CompShg,VinylSd,VinylSd,B,112.0,Gd,TA,PConc,G,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,9+,1,TA,B,RFn,3+,A,TA,Y,2,2006,W,N,279000,1,3334.0,1,3.5+,1,1,1,12.538967060803502,9.48910782703839
Res,50.0,1,1,1,AllPub,Inside,1,BrkSide,N,Norm,1F,1,0-4,6,1936,G,CompShg,MetalSd,MetalSd,N,0.0,TA,TA,BrkTil,A,TA,No,BLQ,Unf,GasA,TA,1,SBrkr,3,1,Ta,6,1,None,D,Unf,1,A,TA,Y,7,2009,W,N,128000,1,1996.0,1,1.0,0,0,0,11.759785542901755,8.699514748210191
Res,100.0,1,1,1,AllPub,Corner,1,NAmes,N,Norm,1F,2,6,6,1968,G,CompShg,VinylSd,VinylSd,B,576.0,TA,Gd,CBlock,G,TA,No,Rec,Unf,GasA,TA,1,SBrkr,4,1,Gd,8,1,Gd,A,Fin,1,A,TA,Y,6,2009,W,N,193500,1,3038.0,1,2.5,1,1,0,12.173032791451973,9.472704636443673
Res,75.0,1,1,1,AllPub,Inside,1,NAmes,N,Norm,2F,S,6,5,1958,H,CompShg,HdBoard,HdBoard,B,105.0,TA,Fa,CBlock,A,TA,Gd,ALQ,Unf,GasA,TA,1,SBrkr,2,1,Ta,6,1,None,A,RFn,1,A,TA,Y,3,2006,CON,N,140000,0,1683.0,1,2.0,0,0,0,11.84939770159144,9.247828816387175
Res,58.0,1,0,1,AllPub,Inside,1,Gilbert,N,Norm,1F,2,6,5,2000,G,CompShg,VinylSd,VinylSd,N,0.0,TA,TA,PConc,G,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ta,7,1,TA,A,RFn,2,A,TA,Y,6,2007,W,N,187000,1,2605.0,1,3.5+,1,1,0,12.138863895836725,9.157677719392877
Res,59.0,1,0,1,AllPub,Inside,1,Gilbert,N,Norm,1F,2,6,5,1998,G,CompShg,VinylSd,VinylSd,N,0.0,TA,TA,PConc,G,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ta,7,1,None,A,Fin,2,A,TA,Y,5,2008,W,N,195500,1,2530.0,1,2.5,1,0,1,12.183315658407558,9.16272451803452
Res,60.0,1,0,1,AllPub,Inside,1,NAmes,N,Norm,D,1,5,5,1967,G,CompShg,Plywood,Plywood,N,0.0,TA,TA,CBlock,A,TA,No,Unf,Unf,GasA,TA,1,SBrkr,4,2,Ta,8,1,None,D,Unf,2,A,TA,Y,10,2006,W,N,119000,0,3168.0,1,2.0,0,0,0,11.686878772093667,9.095714846134879
Res,21.0,1,1,1,AllPub,Inside,1,MeadowV,N,Norm,T,2,0-4,7,1970,G,CompShg,CemntBd,CmentBd,N,0.0,TA,TA,CBlock,A,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ta,5,1,None,O,None,0,O,None,Y,3,2010,W,N,76000,1,1638.0,1,1.5,1,0,1,11.238488619268468,7.297091005160418
Res,60.0,1,0,1,AllPub,Inside,1,Edwards,N,Norm,1F,1,0-4,5,1940,G,CompShg,VinylSd,VinylSd,N,0.0,TA,TA,CBlock,A,TA,No,BLQ,Unf,GasA,Ex,1,SBrkr,1,1,Ta,0-4,1,None,D,Unf,2,A,TA,Y,3,2009,W,N,82500,0,1722.0,1,1.0,0,0,1,11.320553572322773,9.420763358881013
Res,60.0,1,0,1,AllPub,Inside,1,ClearCr,N,Norm,1F,1,5,5,1955,H,CompShg,Wd Sdng,Wd Sdng,N,0.0,Gd,TA,CBlock,A,TA,No,LwQ,BLQ,GasA,Ex,1,FuseA,2,1,Ta,7,1,Gd,A,Fin,1,A,TA,Y,11,2009,COD,N,190000,0,3484.0,1,2.0,0,1,1,12.154779351142624,9.278746404640243
Res,60.0,1,1,1,AllPub,Inside,1,CollgCr,N,Norm,1F,1,7,5,2002,G,CompShg,VinylSd,VinylSd,S,295.0,Gd,TA,PConc,G,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,6,1,None,A,Unf,3+,A,TA,Y,2,2006,W,N,230000,0,3308.0,1,3.0,1,0,0,12.345834587905333,9.002701007197938
Res,56.0,1,1,1,AllPub,Inside,1,Edwards,N,Norm,2F,1,0-4,5,1955,H,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,TA,CBlock,A,TA,Av,ALQ,Unf,GasA,TA,0,FuseP,2,1,Ta,0-4,1,None,O,None,0,O,None,Y,5,2008,W,N,91900,0,1568.0,1,2.0,0,0,1,11.428456308343778,8.843759381917984
Res,60.0,1,1,1,AllPub,Inside,1,NWAmes,F,Norm,1F,2,6,8,1966,H,CompShg,HdBoard,HdBoard,B,252.0,TA,TA,CBlock,A,TA,No,GLQ,Rec,GasA,Gd,1,SBrkr,4,1,Gd,7,1,None,A,Unf,2,A,TA,Y,7,2008,W,N,173000,1,2432.0,1,2.0,1,0,0,12.061046873479915,9.119320973589014
Res,88.0,1,0,1,AllPub,Corner,1,SawyerW,N,Norm,1F,1,8,5,2005,G,CompShg,VinylSd,VinylSd,S,366.0,Gd,TA,PConc,G,Gd,No,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Gd,7,1,Gd,A,Fin,2,A,TA,Y,9,2009,COD,Other,257000,0,3688.0,1,3.0,1,1,1,12.456831363877356,9.305104948420606
Res,41.0,1,1,1,AllPub,Inside,1,MeadowV,N,Norm,T,2,5,6,1977,G,CompShg,CemntBd,CmentBd,N,0.0,TA,TA,PConc,A,TA,No,ALQ,Rec,GasA,Ex,1,SBrkr,4,1,Ta,6,1,TA,A,RFn,1,A,TA,Y,7,2006,W,N,127000,1,2232.0,1,2.0,1,1,1,11.751942365440728,7.887959336599945
Res,60.0,1,1,1,AllPub,Inside,1,SawyerW,F,Norm,D,2,7,5,2000,H,CompShg,VinylSd,VinylSd,B,23.0,TA,TA,PConc,E,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,6,2,Ta,8,1,TA,B,Fin,3+,A,TA,Y,10,2009,W,N,269500,1,3955.0,1,3.5+,0,1,1,12.504323669331189,8.984192311641674
Res,124.0,1,0,0,AllPub,Inside,0,StoneBr,N,Norm,1F,1,7,5,2005,H,CompShg,VinylSd,VinylSd,S,16.0,Gd,TA,PConc,E,TA,Av,ALQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,Gd,A,Fin,2,A,TA,Y,6,2009,W,N,260000,0,3060.0,1,3.0,1,1,1,12.468436909997665,9.690170562039654
Res,75.0,1,1,1,AllPub,Inside,1,Sawyer,N,Norm,1F,S,5,5,1964,G,CompShg,HdBoard,HdBoard,B,30.0,TA,TA,CBlock,G,TA,Av,BLQ,Unf,GasA,Gd,1,SBrkr,2,1,Ta,6,0,TA,D,Unf,2,A,TA,Y,11,2007,W,N,158450,0,2872.0,1,2.0,0,1,1,11.973194365119067,9.326789184619429
Res,60.0,1,0,1,AllPub,CulDSac,1,Edwards,N,Norm,1F,S,6,7,1966,O,Tar&Grv,Plywood,Plywood,N,0.0,Gd,Gd,CBlock,G,TA,Av,Unf,Unf,GasA,TA,1,SBrkr,4,1,Gd,8,1,Gd,A,Unf,2,G,Gd,Y,8,2006,W,Other,274970,1,2898.0,1,2.0,1,1,1,12.524417279788771,9.88786617163317
Res,34.0,1,1,1,AllPub,Corner,1,Somerst,N,Norm,T,2,7,5,2007,G,CompShg,VinylSd,VinylSd,N,0.0,Gd,TA,PConc,G,TA,No,Unf,Unf,GasA,Ex,1,SBrkr,2,1,Gd,5,1,None,D,Unf,2,A,TA,Y,2,2008,W,Other,146000,1,2081.0,1,2.0,1,0,0,11.891361900690473,8.189799618728228
Res,100.0,1,1,0,AllPub,Inside,1,Gilbert,N,Norm,2F,1,5,5,1955,H,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,TA,CBlock,A,TA,Mn,Rec,Unf,GasA,TA,0,SBrkr,3,1,Ta,5,1,None,A,Fin,2,A,TA,Y,1,2006,W,N,145000,0,2112.0,1,2.0,0,0,1,11.884489021402711,10.453053004618049
Res,40.0,1,1,1,AllPub,Inside,1,IDOTRR,N,Norm,1F,1,0-4,4,1922,G,CompShg,AsbShng,AsbShng,N,0.0,TA,TA,BrkTil,A,Fa,No,Unf,Unf,GasA,Fa,0,SBrkr,2,1,Ta,5,1,None,O,None,0,O,None,N,1,2008,W,N,55000,0,1592.0,1,1.0,0,0,0,10.915088464214607,8.19863945529737
Res,60.0,1,0,0,AllPub,Inside,0,Mitchel,N,Norm,1F,1,5,5,1983,G,CompShg,HdBoard,HdBoard,N,0.0,TA,TA,CBlock,G,TA,Av,BLQ,ALQ,GasA,TA,1,SBrkr,2,1,Ta,5,1,None,A,Unf,2,A,TA,Y,6,2006,W,N,131000,0,1766.0,1,2.0,0,0,1,11.782952602183288,9.092119740588751
Res,117.0,1,0,1,AllPub,Corner,1,NridgHt,N,Norm,1F,1,8,5,2003,H,CompShg,VinylSd,VinylSd,B,470.0,Gd,TA,PConc,E,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ex,8,1,Gd,A,Fin,3+,A,TA,Y,7,2009,W,N,382500,0,4400.0,1,3.5+,1,1,1,12.854483932248728,9.633121357849578
Res,60.0,1,0,1,AllPub,Corner,1,NWAmes,P,Norm,1F,2,7,7,1977,G,CompShg,Plywood,Plywood,B,34.0,TA,TA,CBlock,A,TA,No,ALQ,Unf,GasA,Fa,1,SBrkr,3,1,Gd,9+,1,TA,A,Fin,2,A,TA,Y,3,2006,W,N,235000,1,3058.0,1,3.5+,1,1,0,12.367340793126296,9.720705889909716
Res,131.0,1,0,1,AllPub,Corner,1,NridgHt,N,Norm,1F,1,9-10,5,2004,H,CompShg,MetalSd,MetalSd,B,674.0,Ex,TA,PConc,E,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Ex,7,1,Gd,A,Fin,3+,A,TA,Y,8,2006,W,N,378000,0,3560.0,1,3.0,1,1,1,12.842649474601725,9.604272564270623
Res,50.0,1,1,1,AllPub,Inside,1,BrkSide,N,Norm,1F,1,6,6,1939,G,CompShg,MetalSd,MetalSd,N,0.0,TA,Fa,CBlock,A,TA,No,Unf,Unf,GasA,Ex,1,FuseF,4,1,Ta,6,1,Gd,D,Unf,1,A,TA,Y,5,2009,W,N,132500,1,2192.0,1,1.0,0,1,1,11.794337924408413,8.699514748210191
Res,60.0,1,0,1,AllPub,CulDSac,1,NWAmes,N,Norm,1F,2,6,5,1971,G,CompShg,HdBoard,HdBoard,B,252.0,TA,TA,CBlock,A,TA,No,Rec,Unf,GasA,Gd,1,SBrkr,4,1,Ta,8,1,Gd,A,RFn,2,A,TA,Y,6,2006,W,N,190000,1,2818.0,1,2.5,1,1,0,12.154779351142624,9.602585141913492
Res,60.0,1,0,1,AllPub,CulDSac,1,CollgCr,N,Norm,1F,1,8,5,2001,H,CompShg,VinylSd,VinylSd,B,178.0,Gd,TA,PConc,G,TA,Gd,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,TA,A,RFn,3+,A,TA,Y,8,2006,W,N,275000,0,3540.0,1,2.0,1,1,1,12.524526376648708,9.601097851212073
Res,40.0,1,1,1,AllPub,Inside,1,OldTown,N,Norm,1F,1,5,9,1945,G,CompShg,VinylSd,VinylSd,N,0.0,TA,Gd,CBlock,A,TA,No,ALQ,Unf,GasA,Gd,1,SBrkr,2,1,Gd,0-4,1,None,O,None,0,O,None,Y,8,2007,W,N,110500,0,1552.0,1,1.0,1,0,1,11.612770799939945,8.263590432617319
Res,50.0,1,1,1,AllPub,Corner,1,BrkSide,N,Norm,1F,1,5,8,1925,G,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,TA,BrkTil,A,TA,No,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Ta,5,1,Fa,D,Unf,1,A,TA,N,5,2009,W,N,117000,1,2232.0,1,2.0,0,1,0,11.669929213779893,8.699514748210191
Res,62.0,1,1,1,AllPub,Inside,1,Edwards,N,Norm,2F,1,5,7,1940,G,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,Gd,BrkTil,A,TA,No,ALQ,Rec,GasA,Gd,1,SBrkr,4,2,Ta,6,1,None,O,None,0,O,None,Y,9,2008,W,N,127500,1,1999.0,1,3.0,0,0,1,11.755871643580617,9.220884585851854
Res,60.0,1,1,1,AllPub,Inside,1,NAmes,N,Norm,1F,1,5,3,1950,G,CompShg,WdShing,Wd Shng,N,0.0,TA,TA,CBlock,A,TA,No,LwQ,Unf,GasA,Fa,1,FuseA,3,1,Ta,6,0,TA,A,Unf,1,A,TA,Y,11,2007,W,N,102000,0,2102.0,1,1.5,1,1,0,11.532728092266408,8.881836305004146
Res,78.0,1,1,0,AllPub,Inside,1,Crawfor,N,Norm,1F,1,5,7,1949,G,CompShg,BrkComm,Brk Cmn,N,0.0,TA,TA,BrkTil,A,TA,No,BLQ,Rec,GasW,Fa,0,SBrkr,3,1,Ta,7,0,TA,A,Unf,1,A,TA,Y,10,2009,W,N,158000,1,2590.0,1,3.0,0,1,0,11.970350312009105,9.655026193237628
Res,95.0,1,1,1,AllPub,Corner,1,NAmes,F,Norm,D,2,5,5,1948,G,Roll,AsbShng,AsbShng,S,567.0,TA,TA,CBlock,A,TA,No,Rec,Unf,GasA,Gd,1,FuseA,4,2,Ta,9+,1,None,D,Unf,2,A,Fa,Y,7,2007,W,N,137000,1,2848.0,1,2.0,0,0,0,11.827736204810263,9.336532397213942
Res,60.0,1,1,1,AllPub,Inside,1,OldTown,N,Norm,1F,1,0-4,5,1915,G,CompShg,MetalSd,MetalSd,N,0.0,TA,TA,BrkTil,A,TA,No,Unf,Unf,GasA,TA,1,SBrkr,3,1,Gd,8,0,TA,D,Unf,2,A,TA,Y,6,2009,W,N,142900,0,3690.0,1,2.0,0,1,0,11.869900363917958,9.250522161609014
Res,69.0,1,0,1,AllPub,Inside,1,StoneBr,N,Norm,1F,1,8,5,2005,G,CompShg,VinylSd,Other,B,238.0,Gd,TA,PConc,G,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,TA,A,Fin,3+,A,TA,Y,8,2006,N,P,319000,0,3640.0,1,3.0,1,1,1,12.672946381766982,9.33273498018979
